issue date,release date,company,file number,url,comment
2020-06-06,2020-09-18,Google,512880,https://storage.googleapis.com/transparencyreport/legal/NSLs/20-512880/NSL-20-512880-request-redacted.pdf,
2018-07-31,2020-09-17,Google,448595,https://storage.googleapis.com/transparencyreport/legal/NSLs/18-448595/NSL-18-448595-request-redacted.pdf,
2014-09-25,2020-08-27,Google,395697,https://storage.googleapis.com/transparencyreport/legal/NSLs/14-395697/NSL-14-395697-request-redacted.pdf,
2018-12-18,2020-07-29,Google,466291,https://storage.googleapis.com/transparencyreport/legal/NSLs/18-466291/NSL-18-466291-request-redacted.pdf,
2019-01-31,2020-07-24,Google,468088,https://storage.googleapis.com/transparencyreport/legal/NSLs/19-468088/NSL-19-468088-request-redacted.pdf,
2020-02-21,2020-07-22,Google,507772,https://storage.googleapis.com/transparencyreport/legal/NSLs/20-507772/NSL-20-507772-request-redacted.pdf,
2018-07-30,2020-07-15,Google,452187,https://storage.googleapis.com/transparencyreport/legal/NSLs/18-452187/NSL-18-452187-request-redacted.pdf,
2019-05-14,2020-07-15,Google,480911,https://storage.googleapis.com/transparencyreport/legal/NSLs/19-480911/NSL-19-480911-request-redacted.pdf,
2019-07-23,2020-07-15,Google,483160,https://storage.googleapis.com/transparencyreport/legal/NSLs/19-483160/NSL-19-483160-request-redacted.pdf,
2015-08-28,2020-07-07,Google,416292,https://storage.googleapis.com/transparencyreport/legal/NSLs/15-416292/NSL-15-416292-request-redacted.pdf,
